en,ur,en_len,ur_len
then jesus saith unto them children have ye any meat they answered him no,پس یسوع نے ان سے کہا بچو تمہارے پاس کچھ کھانے کو ہے انہوں نے جواب دیا کہ نہیں ۔,14,20
and he said unto them cast the net on the right side of the ship and ye shall find they cast therefore and now they were not able to draw it for the multitude of fishes,اس نے ان سے کہا کشتی کی دہنی طرف جال ڈالو تو پکڑوگے ۔ پس انہوں نے ڈالا اور مچھلیوں کی کثرت سے پھر کھینچ نہ سکے ۔,36,28
and the other disciples came in a little ship for they were not far from land but as it were two hundred cubits dragging the net with fishes,اور باقی شاگرد چھوٹی کشتی پر سوار مچھلیوں کا جال کھینچتے ہوئے آئے کیونکہ وہ کنارے سے کچھ دور نہ تھے بلکہ تخمینا دوسو ہاتھ کا فاصلہ تھا ۔,28,29
as soon then as they were come to land they saw a fire of coals there and fish laid thereon and bread,جس وقت کنارے پر اترے تو انہوں نے کوئلوں کی آگ اور اس پر مچھلی رکھی ہوئی اور روٹی دیکھی ۔,22,21
jesus saith unto them bring of the fish which ye have now caught,یسوع نے ان سے کہا جو مچھلیاں تم نے ابھی پکڑی ہیں ان میں سے کچھ لاو ۔,13,18
simon peter went up and drew the net to land full of great fishes an hundred and fifty and three and for all there were so many yet was not the net broken,شمعون پطرس نے چڑھ کر ایک سوترپن بڑی مچھلیوں سے بھرا ہوا جال کنارے پر کھینچا مگر باوجود مچھلیوں کی کثرت کے جال نہ پھٹا ۔,33,26
jesus saith unto them come and dine and none of the disciples durst ask him who art thou knowing that it was the lord,یسوع نے ان سے کہا آو کھانا کھالو اور شاگرودں میں سے کسی کو جرات نہ ہوئی کہ اس سے پوچھتا کہ تو کون ہے کیونکہ وہ جانتے تھے کہ خداوند ہی ہے ۔,24,34
jesus then cometh and taketh bread and giveth them and fish likewise,یسوع آیا اور روٹی لے کر انہیں دی ۔ اسی طرح مچھلی بھی دی ۔,12,15
this is now the third time that jesus shewed himself to his disciples after that he was risen from the dead,یسوع مردوں میں سے جی اٹھنے کے بعد یہ تیسری بار شاگردوں پر ظاہر ہوا ۔,21,16
this spake he signifying by what death he should glorify god and when he had spoken this he saith unto him follow me,اس نے ان باتوں سے اشارہ کردیا کہ وہ کس طرح کی موت سے خدا کا جلال ظاہر کرے گا اور یہ کہہ کر اس سے کہا میرے پیچھے ہولے ۔,23,31
then peter turning about seeth the disciple whom jesus loved following which also leaned on his breast at supper and said lord which is he that betrayeth thee,پطرس نے مڑکر اس شاگرد کو پیچھے آتے دیکھا جس سے یسوع محبت رکھتا تھا اور جس نے شام کے کھانے کے وقت اس کے سیعنہ کا سہارا لے کر پوچھا تھا کہ اے خداوند تیرا پکڑوانے والا کون ہے ۔,28,41
peter seeing him saith to jesus lord and what shall this man do,پطرس نے اسے دیکھ کر یسوع سے کہا اے خداوند اس کا کیا حال ہوگا ۔,13,16
jesus saith unto him if i will that he tarry till i come what is that to thee follow thou me,یسوع نے اس سے کہا اگر میں چاہوں کہ یہ میرے آنے تک ٹھہرا رہے تو تجھ کو کیا تو میرے پیچھے ہولے ۔,21,24
this is the disciple which testifieth of these things and wrote these things and we know that his testimony is true,یہ وہی شاگرد ہے جو ان باتوں کی گواہی دیتا ہے اور جس نے ان کو لکھا ہے اور ہم جانتے ہیں کہ اس کی گواہی سچی ہے ۔,21,29
and there are also many other things which jesus did the which if they should be written every one i suppose that even the world itself could not contain the books that should be written amen,اور بھی بہت سے کام ہیں جو یسوع نے کئے ۔ اگر وہ جدا جدا لکھے جاتے تو میں سمجھتا ہوں کہ جو کتابیں لکھی جاتیں ان کے لئے دنیا میں گنجایش نہ ہوتی,36,34
the former treatise have i made o theophilus of all that jesus began both to do and teach,اے تھیفلس ۔ میں نے پہلا رسالہ ان سب باتوں کے بیان میں تصنیف کیا جو یسوع شروع میں کرتا اور سکھاتا رہا ۔,18,24
until the day in which he was taken up after that he through the holy ghost had given commandments unto the apostles whom he had chosen,اس دن تک جس میں وہ ان رسولوں کو جنہیں اس نے چنا تھا روح القدس کے وسیلہ سے حکم دے کر اوپر اٹھایا گیا ۔,26,26
to whom also he shewed himself alive after his passion by many infallible proofs being seen of them forty days and speaking of the things pertaining to the kingdom of god,اس نے دکھ سہنے کے بعد بہت سے ثبوتوں سے اپنے آپ کو ان پر زندہ ظاہر بھی کیا ۔ چنانچہ وہ چالیس دن تک انہیں نظر آتا اور خدا کی بادشاہی کی باتیں کہتا رہا ۔,31,37
and being assembled together with them commanded them that they should not depart from jerusalem but wait for the promise of the father which saith he ye have heard of me,اور ان سے مل کر ان کو حکم دیا کہ یروشلیم سے باہر نہ جاو بلکہ باپ کے اس وعدہ کے پورا ہونے کے منتظر رہو جس کا ذکر تم مجھ سے سن چکے ہو ۔,31,36
for john truly baptized with water but ye shall be baptized with the holy ghost not many days hence,کیونکہ یوحنا نے تو پانی سے بپتسمہ دیا مگر تم تھوڑے دنوں کے بعد روح القدس سے بپتسمہ پاو گے ۔,19,21
when they therefore were come together they asked of him saying lord wilt thou at this time restore again the kingdom to israel,پس انہوں نے جمع ہوکر اس سے یہ پوچھا کہ اے خداوند ۔ کیا تو اسی وقت اسرائیل کو بادشاہی پھر عطا کرے گا ۔,23,25
and he said unto them it is not for you to know the times or the seasons which the father hath put in his own power,اس نے ان سے کہا ان وقتوں اور میعادوں کا جاننا جنہیں باپ نے اپنے ہی اختیار میں رکھا ہے تمہارا کام نہیں ۔,26,24
and when he had spoken these things while they beheld he was taken up and a cloud received him out of their sight,یہ کہہ کر وہ ان کے دیکھتے دیکھتے اوپر اٹھالیا گیا اور بدلی نے اسے ان کی نظروں سے چھپالیا ۔,23,21
and while they looked stedfastly toward heaven as he went up behold two men stood by them in white apparel,اور اس کے جاتے وقت جب وہ آسمان کی طرف غور سے دیکھ رہے تھے تو دیکھو دو مرد سفید پوشاک پہنے ان کے پاس آکھڑے ہوئے ۔,20,28
then returned they unto jerusalem from the mount called olivet which is from jerusalem a sabbath day s journey,تب وہ اس پہاڑ سے جو زتیون کا کہلاتا ہے اور یروشلیم کے نزدیک سبت کی منزل کے فاصلہ پر ہے یروشلیم کو پھرے ۔,19,25
these all continued with one accord in prayer and supplication with the women and mary the mother of jesus and with his brethren,یہ سب کے سب چند عورتوں اور یسوع کی ماں مریم اور اس کے بھائیوں کے ساتھ ایک دل ہوکر دعا میں مشغول رہے ۔,23,25
and in those days peter stood up in the midst of the disciples and said the number of names together were about an hundred and twenty,اور انہی دنوں پطرس بھائیوں میں جو تخمینا ایک سوبیس شخصوں کی جماعت تھی کھڑا ہوکر کہنے لگا ۔,26,19
men and brethren this scripture must needs have been fulfilled which the holy ghost by the mouth of david spake before concerning judas which was guide to them that took jesus,اے بھائیو اس نوشتہ کا پورا ہونا ضرور تھا جو روح القدس نے داود کی زبانی اس یہوداہ کے حق میں پہلے سے کہا تھا جو یسوع کے پکڑنے والوں کا رہنما ہوا ۔,31,34
for he was numbered with us and had obtained part of this ministry,کیونکہ وہ ہم میں شمار کیا گیا اور اس نے اس خدمت کا حصہ پایا ۔,13,16
now this man purchased a field with the reward of iniquity and falling headlong he burst asunder in the midst and all his bowels gushed out,اس نے بدکاری کی کمائی سے ایک کھیت حاصل کیا اور سر کے بل گرا اور اساکا پیٹ پھٹ گیا اور اس کی سب انتڑیاں نکل پڑیں ۔,26,28
and it was known unto all the dwellers at jerusalem insomuch as that field is called in their proper tongue aceldama that is to say the field of blood,اور یہ یروشلیم کے سب رہنے والوں کو معلوم ہوا ۔ یہاں تک کہ اس کھیت کا نام ان کی زبان میں ہقل دما پڑگیا یعنی خون کا کھیت ۔,29,30
